model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,15,1.473,15,15,1962.584,14.708,9302.061,1.473,0.092,735.111,45.944,67.988,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.666,0.008,4.0,11.0,8203.0,8192,11.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,45.944
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,14,1.39,14,14,1962.297,14.489,9192.147,1.39,0.087,693.57,43.348,69.019,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.644,0.007,4.0,10.0,8202.0,8192,10.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,43.348
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,12,1.347,12,12,1913.874,14.045,8922.567,1.347,0.084,672.165,42.01,71.197,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.599,0.006,4.0,8.0,8200.0,8192,8.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,42.01
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,12,1.339,12,12,1503.942,13.6,8290.334,1.339,0.084,668.297,41.769,73.529,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,34.809,0.008,3.0,9.0,6153.0,6144,9.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,41.769
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,11,1.243,11,11,1503.692,13.38,8180.476,1.243,0.078,620.188,38.762,74.737,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,34.787,0.007,3.0,8.0,6152.0,6144,8.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,38.762
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,10,1.144,10,10,1503.441,13.161,8070.617,1.144,0.072,570.872,35.68,75.984,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,34.764,0.007,3.0,7.0,6151.0,6144,7.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,35.68
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,9,1.138,9,9,1466.527,12.938,7922.639,1.138,0.071,567.784,35.486,77.291,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,34.742,0.006,3.0,6.0,6150.0,6144,6.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,35.486
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,8,1.064,8,8,984.82,12.225,7085.177,1.064,0.067,531.055,33.191,81.798,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,30.93,0.008,2.0,6.0,4102.0,4096,6.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,33.191
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,7,0.967,7,7,984.54,11.661,6803.476,0.967,0.06,482.698,30.169,85.755,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,30.908,0.007,2.0,5.0,4101.0,4096,5.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,30.169
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,6,0.925,6,6,960.254,11.1,6499.255,0.925,0.058,461.456,28.841,90.088,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,30.885,0.006,2.0,4.0,4100.0,4096,4.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,28.841
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,5,0.826,5,5,548.238,10.599,5837.119,0.826,0.052,412.337,25.771,94.349,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.073,0.01,1.0,4.0,2052.0,2048,4.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,25.771
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,5,0.806,5,5,959.981,10.532,6215.229,0.806,0.05,402.115,25.132,94.953,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,30.863,0.005,2.0,3.0,4099.0,4096,3.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,25.132
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,4,0.733,4,4,935.715,9.967,5909.463,0.733,0.046,365.997,22.875,100.327,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,30.84,0.004,2.0,2.0,4098.0,4096,2.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,22.875
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,4,0.725,4,4,534.948,9.531,5290.806,0.725,0.045,361.617,22.601,104.923,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.051,0.008,1.0,3.0,2051.0,2048,3.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,22.601
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,3,0.605,3,3,521.669,8.914,4969.69,0.605,0.038,301.767,18.86,112.185,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.028,0.006,1.0,2.0,2050.0,2048,2.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,18.86
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,2,0.455,2,2,508.402,8.295,4647.755,0.455,0.028,226.815,14.176,120.55,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.006,0.004,1.0,1.0,2049.0,2048,1.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,14.176
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,1,0.275,1,1,493.917,6.777,3875.537,0.275,0.017,137.029,8.564,147.562,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,26.984,0.002,1.0,1.0,2048.0,2048,1.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,8.564
