model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,9,1.972,9,9,1022.869,7.11,4570.996,1.972,0.123,984.03,61.502,140.638,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,34.742,0.006,3.0,6.0,6150.0,6144,6.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,61.502
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,8,1.881,8,8,666.481,6.596,3957.987,1.881,0.118,938.488,58.655,151.602,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,30.93,0.008,2.0,6.0,4102.0,4096,6.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,58.655
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,16,3.62,16,16,1045.88,5.814,3946.925,3.62,0.113,1806.346,56.448,172.007,32,32,1,1,1,32,tp32pp1dp1etp1ep32,fp8_block,fp8,bfloat16,fp8_block,half,30.33,0.008,4.0,12.0,8204.0,8192,12.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,56.448
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,15,3.449,15,15,1045.705,5.672,3876.218,3.449,0.108,1720.9,53.778,176.293,32,32,1,1,1,32,tp32pp1dp1etp1ep32,fp8_block,fp8,bfloat16,fp8_block,half,30.307,0.008,4.0,11.0,8203.0,8192,11.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,53.778
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,12,3.304,12,12,1019.688,5.246,3637.587,3.304,0.103,1648.524,51.516,190.611,32,32,1,1,1,32,tp32pp1dp1etp1ep32,fp8_block,fp8,bfloat16,fp8_block,half,30.24,0.006,4.0,8.0,8200.0,8192,8.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,51.516
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,5,1.616,5,5,346.295,5.23,2955.897,1.616,0.101,806.439,50.402,191.217,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.073,0.01,1.0,4.0,2052.0,2048,4.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,50.402
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,12,3.183,12,12,856.886,5.064,3383.584,3.183,0.099,1588.097,49.628,197.491,32,32,1,1,1,32,tp32pp1dp1etp1ep32,fp8_block,fp8,bfloat16,fp8_block,half,26.477,0.008,3.0,9.0,6153.0,6144,9.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,49.628
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,10,3.1,10,10,534.17,4.956,3007.117,3.1,0.097,1546.742,48.336,201.784,32,32,1,1,1,32,tp32pp1dp1etp1ep32,fp8_block,fp8,bfloat16,fp8_block,half,22.67,0.01,2.0,8.0,4104.0,4096,8.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,48.336
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,11,2.973,11,11,856.78,4.922,3312.98,2.973,0.093,1483.441,46.358,203.159,32,32,1,1,1,32,tp32pp1dp1etp1ep32,fp8_block,fp8,bfloat16,fp8_block,half,26.455,0.007,3.0,8.0,6152.0,6144,8.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,46.358
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,4,1.478,4,4,633.158,4.772,3014.44,1.478,0.092,737.626,46.102,209.551,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,30.84,0.004,2.0,2.0,4098.0,4096,2.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,46.102
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,4,1.477,4,4,337.875,4.453,2559.925,1.477,0.092,737.185,46.074,224.567,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.051,0.008,1.0,3.0,2051.0,2048,3.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,46.074
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,8,2.818,8,8,521.096,4.178,2605.756,2.818,0.088,1406.186,43.943,239.367,32,32,1,1,1,32,tp32pp1dp1etp1ep32,fp8_block,fp8,bfloat16,fp8_block,half,22.625,0.008,2.0,6.0,4102.0,4096,6.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,43.943
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,3,1.312,3,3,329.464,3.932,2291.311,1.312,0.082,654.461,40.904,254.352,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.028,0.006,1.0,2.0,2050.0,2048,2.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,40.904
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,2,1.072,2,2,321.062,3.408,2021.873,1.072,0.067,534.989,33.437,293.389,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.006,0.004,1.0,1.0,2049.0,2048,1.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,33.437
